Employee Id,Emplyee name,Age,Attrition,BusinessTravel,DailyRate,Department,Education,EducationField,Gender,HourlyRate,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole
1551,Tyler Galindo,24,No,Travel_Rarely,350,Research & Development,2,Technical Degree,Male,57,1,Laboratory Technician,Divorced,2296,10036,0,No,14,3,3,2,3,1,1
1552,Lizzette Moyle,40,No,Non-Travel,1142,Research & Development,2,Life Sciences,Male,72,2,Healthcare Representative,Divorced,4069,8841,3,Yes,18,3,0,8,2,2,2
1553,Heath Fell,45,No,Travel_Rarely,538,Research & Development,4,Technical Degree,Male,66,3,Healthcare Representative,Divorced,7441,20933,1,No,12,3,3,10,4,10,8
1554,Meryl Nau,35,No,Travel_Rarely,1402,Sales,4,Life Sciences,Female,98,1,Sales Representative,Married,2430,26204,0,No,23,4,2,6,5,5,3
1555,Terrell Leader,32,No,Travel_Rarely,824,Research & Development,2,Life Sciences,Female,67,2,Research Scientist,Married,5878,15624,3,No,12,3,1,12,2,7,1
1556,Cameron Chamberland,36,No,Travel_Rarely,1157,Sales,4,Life Sciences,Male,70,1,Sales Representative,Single,2644,17001,3,Yes,21,4,0,7,3,3,2
1557,Jarred Class,48,No,Travel_Rarely,492,Sales,4,Life Sciences,Female,96,2,Sales Executive,Divorced,6439,13693,8,No,14,3,1,18,2,8,7
1558,Maxwell Azevedo,29,No,Travel_Rarely,598,Research & Development,3,Life Sciences,Male,91,1,Research Scientist,Married,2451,22376,6,No,18,3,2,5,2,1,0
1560,Jerri Dunkle,33,No,Travel_Rarely,1242,Sales,4,Life Sciences,Male,46,2,Sales Executive,Married,6392,10589,2,No,13,3,1,8,6,2,2
1562,Chere Patchett,30,Yes,Travel_Rarely,740,Sales,3,Life Sciences,Male,64,2,Sales Executive,Married,9714,5323,1,No,11,3,1,10,4,10,8
1563,Leonore Reason,38,No,Travel_Frequently,888,Human Resources,4,Human Resources,Male,71,2,Human Resources,Married,6077,14814,3,No,11,3,0,10,2,6,3
1564,Millicent Mangan,35,No,Travel_Rarely,992,Research & Development,3,Medical,Male,68,1,Laboratory Technician,Single,2450,21731,1,No,19,3,0,3,3,3,0
1568,Bernard Harbert,30,No,Travel_Rarely,1288,Sales,4,Technical Degree,Male,33,3,Sales Executive,Married,9250,17799,3,No,12,3,1,9,3,4,2
1569,Steven Daigneault,35,Yes,Travel_Rarely,104,Research & Development,3,Life Sciences,Female,69,1,Laboratory Technician,Divorced,2074,26619,1,Yes,12,3,1,1,2,1,0
1572,Oren Mcnabb,53,Yes,Travel_Rarely,607,Research & Development,5,Technical Degree,Female,78,3,Manufacturing Director,Married,10169,14618,0,No,16,3,1,34,4,33,7
1573,Susana Hooks,38,Yes,Travel_Rarely,903,Research & Development,3,Medical,Male,81,2,Manufacturing Director,Married,4855,7653,4,No,11,3,2,7,2,5,2
1574,Cedrick Engelhardt,32,No,Non-Travel,1200,Research & Development,4,Technical Degree,Male,62,2,Research Scientist,Married,4087,25174,4,No,14,3,1,9,3,6,5
1576,Rich Rehberg,48,No,Travel_Rarely,1108,Research & Development,4,Other,Female,65,1,Research Scientist,Married,2367,16530,8,No,12,3,1,10,3,8,2
1577,Zachary Velasquez,34,No,Travel_Rarely,479,Research & Development,4,Medical,Male,35,1,Research Scientist,Single,2972,22061,1,No,13,3,0,1,4,1,0
1578,Garrett Nolette,55,No,Travel_Rarely,685,Sales,5,Marketing,Male,60,5,Manager,Married,19586,23037,1,No,21,4,1,36,3,36,6
1580,Antone Polston,34,No,Travel_Rarely,1351,Research & Development,4,Life Sciences,Male,45,2,Research Scientist,Married,5484,13008,9,No,17,3,1,9,3,2,2
1581,Isreal Metoyer,26,No,Travel_Rarely,474,Research & Development,3,Life Sciences,Female,89,1,Research Scientist,Married,2061,11133,1,No,21,4,0,1,5,1,0
1582,Cyndy Ary,38,No,Travel_Rarely,1245,Sales,3,Life Sciences,Male,80,2,Sales Executive,Married,9924,12355,0,No,11,3,1,10,3,9,8
1583,Buck Rancourt,38,No,Travel_Rarely,437,Sales,3,Life Sciences,Female,90,2,Sales Executive,Single,4198,16379,2,No,12,3,0,8,5,3,2
1585,Arlen Joly,36,No,Travel_Rarely,884,Sales,4,Life Sciences,Female,73,2,Sales Executive,Single,6815,21447,6,No,13,3,0,15,5,1,0
1586,Jerome Whitefield,29,No,Travel_Rarely,1370,Research & Development,1,Medical,Male,87,1,Laboratory Technician,Single,4723,16213,1,Yes,18,3,0,10,3,10,9
1587,Rafaela Madrid,35,No,Travel_Rarely,670,Research & Development,4,Medical,Female,51,2,Healthcare Representative,Single,6142,4223,3,Yes,16,3,0,10,4,5,2
1588,Tiny Llanos,39,No,Travel_Rarely,1462,Sales,3,Medical,Male,38,3,Sales Executive,Married,8237,4658,2,No,11,3,1,11,3,7,6
1590,Jc Meyers,29,No,Travel_Frequently,995,Research & Development,1,Life Sciences,Male,87,2,Healthcare Representative,Divorced,8853,24483,1,No,19,3,1,6,0,6,4
1591,Cordell Riche,50,No,Travel_Rarely,264,Sales,3,Marketing,Male,59,5,Manager,Married,19331,19519,4,Yes,16,3,1,27,2,1,0
1592,Edgar Teer,23,No,Travel_Rarely,977,Research & Development,3,Technical Degree,Male,45,1,Research Scientist,Married,2073,12826,2,No,16,3,1,4,2,2,2
1594,Kenneth Lucius,36,No,Travel_Frequently,1302,Research & Development,4,Life Sciences,Male,80,2,Laboratory Technician,Married,5562,19711,3,Yes,13,3,1,9,3,3,2
1595,Hui Bizzell,42,No,Travel_Rarely,1059,Research & Development,2,Other,Male,93,5,Manager,Single,19613,26362,8,No,22,4,0,24,2,1,0
1596,Ronnie Upton,35,No,Travel_Rarely,750,Research & Development,3,Life Sciences,Male,46,2,Laboratory Technician,Married,3407,25348,1,No,17,3,2,10,3,10,9
1597,Cleveland Franko,34,No,Travel_Frequently,653,Research & Development,4,Technical Degree,Male,92,2,Healthcare Representative,Married,5063,15332,1,No,14,3,1,8,3,8,2
1598,Marcella Mapp,40,No,Travel_Rarely,118,Sales,2,Life Sciences,Female,84,2,Sales Executive,Married,4639,11262,1,No,15,3,1,5,2,5,4
1599,Alease Lander,43,No,Travel_Rarely,990,Research & Development,3,Technical Degree,Male,87,1,Laboratory Technician,Divorced,4876,5855,5,No,12,3,1,8,0,6,4
1601,Carrol Arend,35,No,Travel_Rarely,1349,Research & Development,2,Life Sciences,Male,63,1,Laboratory Technician,Married,2690,7713,1,No,18,3,1,1,5,1,0
1602,Lyn Tso,46,No,Travel_Rarely,563,Sales,4,Life Sciences,Male,56,4,Manager,Single,17567,3156,1,No,15,3,0,27,5,26,0
1604,Lottie Bonin,28,Yes,Travel_Rarely,329,Research & Development,3,Medical,Male,51,1,Laboratory Technician,Married,2408,7324,1,Yes,17,3,3,1,3,1,1
1605,Jong Borchers,22,No,Non-Travel,457,Research & Development,2,Other,Female,85,1,Research Scientist,Married,2814,10293,1,Yes,14,3,0,4,2,4,2
1606,Garnett Dryer,50,No,Travel_Frequently,1234,Research & Development,5,Medical,Male,41,4,Healthcare Representative,Married,11245,20689,2,Yes,15,3,1,32,3,30,8
1607,Chris Braggs,32,No,Travel_Rarely,634,Research & Development,4,Other,Female,35,1,Research Scientist,Married,3312,18783,3,No,17,3,2,6,3,3,2
1608,Willia Vath,44,No,Travel_Rarely,1313,Research & Development,3,Medical,Female,31,5,Research Director,Divorced,19049,3549,0,Yes,14,3,1,23,4,22,7
1609,Jamaal Resto,30,No,Travel_Rarely,241,Research & Development,3,Medical,Male,48,1,Research Scientist,Married,2141,5348,1,No,12,3,1,6,3,6,4
1611,Barrie Collman,45,No,Travel_Rarely,1015,Research & Development,5,Medical,Female,50,2,Laboratory Technician,Single,5769,23447,1,Yes,14,3,0,10,3,10,7
1612,Alphonso Laffoon,45,No,Non-Travel,336,Sales,3,Marketing,Male,52,2,Sales Executive,Married,4385,24162,1,No,15,3,1,10,2,10,7
1613,Pansy Duchesne,31,No,Travel_Frequently,715,Sales,4,Other,Male,54,2,Sales Executive,Single,5332,21602,7,No,13,3,0,10,3,5,2
1614,Karisa Glidewell,36,No,Travel_Rarely,559,Research & Development,4,Life Sciences,Female,76,2,Manufacturing Director,Married,4663,12421,9,Yes,12,3,2,7,2,3,2
1615,Lia Liner,34,No,Travel_Frequently,426,Research & Development,4,Life Sciences,Male,42,2,Manufacturing Director,Divorced,4724,17000,1,No,13,3,1,9,3,9,7
1617,Dudley Slocum,49,No,Travel_Rarely,722,Research & Development,4,Life Sciences,Female,84,1,Laboratory Technician,Married,3211,22102,1,No,14,3,1,10,3,9,6
1618,Emma Monti,39,No,Travel_Rarely,1387,Research & Development,5,Medical,Male,76,2,Manufacturing Director,Married,5377,3835,2,No,13,3,3,10,3,7,7
1619,Elias Pinkard,27,No,Travel_Rarely,1302,Research & Development,3,Other,Male,67,1,Laboratory Technician,Divorced,4066,16290,1,No,11,3,2,7,3,7,7
1621,Morgan Leonetti,35,No,Travel_Rarely,819,Research & Development,5,Life Sciences,Male,48,2,Research Scientist,Married,5208,26312,1,No,11,3,0,16,2,16,15
1622,Doyle Grindstaff,28,No,Travel_Rarely,580,Research & Development,3,Medical,Female,39,2,Manufacturing Director,Divorced,4877,20460,0,No,21,4,1,6,5,5,3
1623,Robert Ancheta,21,No,Travel_Rarely,546,Research & Development,1,Medical,Male,97,1,Research Scientist,Single,3117,26009,1,No,18,3,0,3,2,2,2
1624,Cole Dellinger,18,Yes,Travel_Frequently,544,Sales,2,Medical,Female,70,1,Sales Representative,Single,1569,18420,1,Yes,12,3,0,0,2,0,0
1625,Tony Keough,47,No,Travel_Rarely,1176,Human Resources,4,Life Sciences,Female,98,5,Manager,Married,19658,5220,3,No,11,3,1,27,2,5,2
1627,Dulce Grizzard,39,No,Travel_Rarely,170,Research & Development,2,Medical,Male,76,2,Laboratory Technician,Divorced,3069,10302,0,No,15,3,1,11,3,10,8
1628,Devin Hales,40,No,Travel_Rarely,884,Research & Development,3,Life Sciences,Female,80,3,Manufacturing Director,Married,10435,25800,1,No,13,3,2,18,2,18,15
1630,Leif Harness,35,No,Non-Travel,208,Research & Development,4,Life Sciences,Female,52,2,Healthcare Representative,Married,4148,12250,1,No,12,3,1,15,5,14,11
1631,Orval Olinger,37,No,Travel_Rarely,671,Research & Development,3,Life Sciences,Male,85,2,Manufacturing Director,Married,5768,26493,3,No,17,3,3,9,2,4,3
1633,Angel Ferebee,39,No,Travel_Frequently,711,Research & Development,3,Medical,Female,81,2,Manufacturing Director,Single,5042,3140,0,No,13,3,0,10,2,9,2
1635,Annette Jolin,45,No,Travel_Rarely,1329,Research & Development,2,Other,Female,59,2,Manufacturing Director,Divorced,5770,5388,1,No,19,3,2,10,3,10,7
1638,Odette Gorden,38,No,Travel_Rarely,397,Research & Development,2,Medical,Female,54,3,Manufacturing Director,Married,7756,14199,3,Yes,19,3,1,10,6,5,4
1639,Elvis Stroh,35,Yes,Travel_Rarely,737,Sales,3,Medical,Male,55,3,Sales Executive,Married,10306,21530,9,No,17,3,0,15,3,13,12
1640,Bud Lofgren,37,No,Travel_Rarely,1470,Research & Development,3,Medical,Female,71,1,Research Scientist,Married,3936,9953,1,No,11,3,1,8,2,8,4
1641,Conrad Saito,40,No,Travel_Rarely,448,Research & Development,3,Life Sciences,Female,84,3,Manufacturing Director,Single,7945,19948,6,Yes,15,3,0,18,2,4,2
1642,Dorothy Gard,44,No,Travel_Frequently,602,Human Resources,5,Human Resources,Male,37,2,Human Resources,Married,5743,10503,4,Yes,11,3,0,14,3,10,7
1644,Tiffaney Schoenberg,48,No,Travel_Frequently,365,Research & Development,5,Medical,Male,89,4,Manager,Married,15202,5602,2,No,25,4,1,23,3,2,2
1645,Clint Strayhorn,35,Yes,Travel_Rarely,763,Sales,2,Medical,Male,59,2,Sales Executive,Divorced,5440,22098,6,Yes,14,3,2,7,2,2,2
1646,Gertrud Glidden,24,No,Travel_Frequently,567,Research & Development,1,Technical Degree,Female,32,1,Research Scientist,Single,3760,17218,1,Yes,13,3,0,6,2,6,3
1647,Eldridge Bose,27,No,Travel_Rarely,486,Research & Development,3,Medical,Female,86,1,Research Scientist,Married,3517,22490,7,No,17,3,0,5,0,3,2
1648,Lianne Sweeney,27,No,Travel_Frequently,591,Research & Development,3,Medical,Male,87,1,Research Scientist,Single,2580,6297,2,No,13,3,0,6,0,4,2
1649,Tonja Lenahan,40,Yes,Travel_Rarely,1329,Research & Development,3,Life Sciences,Male,73,1,Laboratory Technician,Single,2166,3339,3,Yes,14,3,0,10,3,4,2
1650,Nathan Avendano,29,No,Travel_Rarely,469,Sales,3,Medical,Male,42,2,Sales Executive,Single,5869,23413,9,No,11,3,0,8,2,5,2
1651,Jamison Crutchfield,36,No,Travel_Rarely,711,Research & Development,4,Life Sciences,Female,42,3,Healthcare Representative,Married,8008,22792,4,No,12,3,2,9,6,3,2
1653,Dottie Hagaman,25,No,Travel_Frequently,772,Research & Development,1,Life Sciences,Male,77,2,Manufacturing Director,Divorced,5206,4973,1,No,17,3,2,7,6,7,7
1654,Myron Elsea,39,No,Travel_Rarely,492,Research & Development,3,Medical,Male,66,2,Manufacturing Director,Married,5295,7693,4,No,21,4,0,7,3,5,4
1655,Rubin Confer,49,No,Travel_Rarely,301,Research & Development,4,Other,Female,72,4,Research Director,Married,16413,3498,3,No,16,3,2,27,2,4,2
1656,Lavada Maldanado,50,No,Travel_Rarely,813,Research & Development,5,Life Sciences,Female,50,3,Research Director,Divorced,13269,21981,5,No,15,3,3,19,3,14,11
1657,Susan Barra,20,No,Travel_Rarely,1141,Sales,3,Medical,Female,31,1,Sales Representative,Single,2783,13251,1,No,19,3,0,2,3,2,2
1658,Richelle Haffner,34,No,Travel_Rarely,1130,Research & Development,3,Life Sciences,Female,66,2,Research Scientist,Divorced,5433,19332,1,No,12,3,1,11,2,11,8
1659,Maybelle Rush,36,No,Travel_Rarely,311,Research & Development,3,Life Sciences,Male,77,1,Laboratory Technician,Single,2013,10950,2,No,11,3,0,15,4,4,3
1661,Otha Sylvester,49,No,Travel_Rarely,465,Research & Development,1,Life Sciences,Female,41,4,Healthcare Representative,Married,13966,11652,2,Yes,19,3,1,30,3,15,11
1662,Selma Abram,36,No,Non-Travel,894,Research & Development,4,Medical,Female,33,2,Manufacturing Director,Married,4374,15411,0,No,15,3,0,4,6,3,2
1664,Joaquin Vaz,36,No,Travel_Rarely,1040,Research & Development,2,Life Sciences,Male,79,2,Healthcare Representative,Divorced,6842,26308,6,No,20,4,1,13,3,5,4
1665,Wilfred Honore,54,No,Travel_Rarely,584,Research & Development,5,Medical,Female,91,4,Manager,Married,17426,18685,3,No,25,4,1,36,6,10,8
1666,Rolando Womble,43,No,Travel_Rarely,1291,Research & Development,2,Life Sciences,Male,65,4,Research Director,Married,17603,3525,1,No,24,4,1,14,3,14,10
1667,Rodney Leonardo,35,Yes,Travel_Frequently,880,Sales,4,Other,Male,36,2,Sales Executive,Single,4581,10414,3,Yes,24,4,0,13,2,11,9
1668,Beryl Helsel,38,No,Travel_Frequently,1189,Research & Development,3,Life Sciences,Male,90,2,Research Scientist,Married,4735,9867,7,No,15,3,2,19,4,13,11
1669,Rosetta Messerly,29,No,Travel_Rarely,991,Sales,3,Medical,Male,43,2,Sales Executive,Divorced,4187,3356,1,Yes,13,3,1,10,3,10,0
1670,Gerry Harvey,33,No,Travel_Rarely,392,Sales,4,Medical,Male,93,2,Sales Executive,Divorced,5505,3921,1,No,14,3,2,6,5,6,2
1671,Jazmin Wheless,32,No,Travel_Rarely,977,Research & Development,3,Medical,Male,45,2,Research Scientist,Divorced,5470,25518,0,No,13,3,2,10,4,9,5
1673,Ross Imai,31,No,Travel_Rarely,1112,Sales,4,Life Sciences,Female,67,2,Sales Executive,Married,5476,22589,1,No,11,3,2,10,2,10,0
1674,Meryl Gow,49,No,Travel_Rarely,464,Research & Development,3,Medical,Female,74,1,Laboratory Technician,Divorced,2587,24941,4,Yes,16,3,1,17,2,2,2
1675,Bill Tarkington,38,No,Travel_Frequently,148,Research & Development,3,Medical,Female,42,1,Laboratory Technician,Single,2440,23826,1,No,22,4,0,4,3,4,3
1676,Lesley Macpherson,47,No,Travel_Rarely,1225,Sales,4,Life Sciences,Female,47,4,Manager,Divorced,15972,21086,6,No,14,3,3,29,2,3,2
1677,Heath Aikin,49,No,Travel_Rarely,809,Research & Development,3,Life Sciences,Male,36,4,Manager,Single,15379,22384,4,No,14,3,0,23,2,8,7
1678,Mellissa Hembree,41,No,Travel_Rarely,1206,Sales,2,Life Sciences,Male,80,3,Sales Executive,Single,7082,11591,3,Yes,16,3,0,21,2,2,0
1680,Katheryn Holtzclaw,20,No,Travel_Rarely,727,Sales,1,Life Sciences,Male,54,1,Sales Representative,Single,2728,21082,1,No,11,3,0,2,3,2,2
1681,Tempie Peralta,33,No,Non-Travel,530,Sales,3,Life Sciences,Female,36,2,Sales Executive,Divorced,5368,16130,1,Yes,25,4,1,7,2,6,5
1682,Lynwood Durfee,36,No,Travel_Rarely,1351,Research & Development,4,Life Sciences,Male,80,2,Healthcare Representative,Married,5347,7419,6,No,14,3,2,10,2,3,2
1683,Dong Sturdevant,44,No,Travel_Rarely,528,Human Resources,3,Life Sciences,Female,44,1,Human Resources,Divorced,3195,4167,4,Yes,18,3,3,8,2,2,2
1684,Mandy Lavalley,23,Yes,Travel_Rarely,1320,Research & Development,1,Medical,Male,93,1,Laboratory Technician,Single,3989,20586,1,Yes,11,3,0,5,2,5,4
1687,Kris Bice,38,No,Travel_Rarely,1495,Research & Development,2,Medical,Female,87,1,Laboratory Technician,Married,3306,26176,7,No,19,3,1,7,5,0,0
1689,Windy Dudek,53,No,Travel_Rarely,1395,Research & Development,4,Medical,Male,48,3,Healthcare Representative,Married,7005,3458,3,No,15,3,0,11,2,4,3
1691,Reinaldo Castellanos,48,Yes,Travel_Frequently,708,Sales,2,Medical,Female,95,1,Sales Representative,Married,2655,11740,2,Yes,11,3,2,19,3,9,7
1692,Astrid Marinelli,32,Yes,Travel_Rarely,1259,Research & Development,4,Life Sciences,Male,95,1,Laboratory Technician,Single,1393,24852,1,No,12,3,0,1,2,1,0
1693,Kendrick Burchette,26,No,Non-Travel,786,Research & Development,3,Medical,Male,76,1,Laboratory Technician,Single,2570,11925,1,No,20,4,0,7,5,7,7
1694,Dale Childers,55,No,Travel_Rarely,1441,Research & Development,3,Technical Degree,Male,94,1,Research Scientist,Divorced,3537,23737,5,No,12,3,1,8,1,4,2
1696,Reed Vella,34,No,Travel_Rarely,1157,Research & Development,2,Medical,Male,57,2,Laboratory Technician,Married,3986,11912,1,No,14,3,1,15,3,15,10
1697,Margarito Retana,60,No,Travel_Rarely,370,Research & Development,4,Medical,Male,92,3,Healthcare Representative,Divorced,10883,20467,3,No,20,4,1,19,2,1,0
1698,Mervin Goering,33,No,Travel_Rarely,267,Research & Development,3,Medical,Male,79,1,Laboratory Technician,Married,2028,13637,1,No,18,3,3,14,6,14,11
1700,Novella Osman,37,No,Travel_Frequently,1278,Sales,4,Medical,Male,31,2,Sales Executive,Divorced,9525,7677,1,No,14,3,2,6,2,6,3
1701,Windy Pharr,34,No,Travel_Rarely,678,Research & Development,3,Life Sciences,Female,35,1,Research Scientist,Married,2929,20338,1,No,12,3,0,10,3,10,9
1702,Josette Betancourt,23,Yes,Travel_Rarely,427,Sales,3,Life Sciences,Male,99,1,Sales Representative,Divorced,2275,25103,1,Yes,21,4,1,3,2,3,2
1703,Aileen Hiltz,44,No,Travel_Rarely,921,Research & Development,3,Life Sciences,Female,96,3,Healthcare Representative,Married,7879,14810,1,Yes,19,3,1,9,2,8,7
1704,Tonia Silvis,35,No,Travel_Frequently,146,Research & Development,4,Medical,Male,79,1,Research Scientist,Single,4930,13970,0,Yes,14,3,0,6,2,5,4
1706,Bonny Poor,43,No,Travel_Rarely,1179,Sales,3,Medical,Male,73,2,Sales Executive,Married,7847,6069,1,Yes,17,3,1,10,3,10,9
1707,Randal Kahle,24,No,Travel_Rarely,581,Research & Development,3,Medical,Male,62,1,Research Scientist,Married,4401,17616,1,No,16,3,1,5,1,5,3
1708,Sylvester Harmer,41,No,Travel_Rarely,918,Sales,3,Marketing,Male,35,3,Sales Executive,Single,9241,15869,1,No,12,3,0,10,3,10,8
1709,Britt Shivers,29,No,Travel_Rarely,1082,Research & Development,4,Medical,Female,43,1,Laboratory Technician,Married,2974,25412,9,No,17,3,1,9,2,5,3
1710,Clarence Hinkson,36,No,Travel_Rarely,530,Sales,4,Life Sciences,Female,51,2,Sales Representative,Single,4502,7439,3,No,15,3,0,17,2,13,7
1712,Vaughn Garica,45,No,Non-Travel,1238,Research & Development,1,Life Sciences,Male,74,3,Healthcare Representative,Married,10748,3395,3,No,23,4,1,25,3,23,15
1714,Georgiann Harrell,24,Yes,Travel_Rarely,240,Human Resources,1,Human Resources,Male,58,1,Human Resources,Married,1555,11585,1,No,11,3,1,1,2,1,0
1716,Candelaria Zajicek,47,Yes,Travel_Frequently,1093,Sales,3,Life Sciences,Male,82,4,Sales Executive,Married,12936,24164,7,No,11,3,0,25,3,23,5
1718,Sharlene Klein,26,No,Travel_Rarely,390,Research & Development,4,Medical,Male,62,1,Laboratory Technician,Married,2305,6217,1,No,15,3,3,3,3,3,2
1719,Cliff Skipworth,45,No,Travel_Rarely,1005,Research & Development,2,Technical Degree,Female,48,4,Research Director,Single,16704,17119,1,No,11,3,0,21,2,21,6
1720,Nannette Ressler,32,No,Travel_Frequently,585,Research & Development,3,Life Sciences,Male,56,1,Research Scientist,Married,3433,17360,6,No,13,3,1,10,3,5,2
1721,Toby Riles,31,No,Travel_Rarely,741,Research & Development,4,Life Sciences,Male,69,1,Laboratory Technician,Married,3477,18103,1,No,14,3,1,6,2,5,2
1722,Londa Petrey,41,No,Non-Travel,552,Human Resources,3,Human Resources,Male,60,2,Human Resources,Married,6430,20794,6,No,19,3,1,10,4,3,2
1724,Darin Keitt,40,No,Travel_Rarely,369,Research & Development,2,Life Sciences,Female,92,2,Manufacturing Director,Married,6516,5041,2,Yes,16,3,1,18,3,1,0
1725,Jeremiah Harriss,24,No,Travel_Rarely,506,Research & Development,1,Medical,Male,91,1,Laboratory Technician,Divorced,3907,3622,1,No,13,3,3,6,2,6,2
1727,Lance Pennington,46,No,Travel_Rarely,717,Research & Development,4,Life Sciences,Male,34,2,Healthcare Representative,Single,5562,9697,6,No,14,3,0,19,3,10,7
1728,Carlos Banh,35,No,Travel_Rarely,1370,Research & Development,4,Life Sciences,Male,49,2,Manufacturing Director,Married,6883,5151,2,No,16,3,1,17,3,7,7
1729,Elliott Chess,30,No,Travel_Rarely,793,Research & Development,1,Life Sciences,Male,33,1,Research Scientist,Married,2862,3811,1,No,12,3,1,10,2,10,0
1731,Yong Ramsey,47,No,Non-Travel,543,Sales,4,Marketing,Male,87,2,Sales Executive,Married,4978,3536,7,No,11,3,1,4,3,1,0
1732,Julio Bryce,46,No,Travel_Rarely,1277,Sales,3,Life Sciences,Male,74,3,Sales Executive,Divorced,10368,5596,4,Yes,12,3,1,13,5,10,6
1733,Lyla Donald,36,Yes,Travel_Rarely,1456,Sales,5,Marketing,Male,96,2,Sales Executive,Divorced,6134,8658,5,Yes,13,3,3,16,3,2,2
1734,Ed Shockley,32,Yes,Travel_Rarely,964,Sales,2,Life Sciences,Male,34,2,Sales Executive,Single,6735,12147,6,No,15,3,0,10,2,0,0
1735,Christene Blakemore,23,No,Travel_Rarely,160,Research & Development,1,Medical,Female,51,1,Laboratory Technician,Single,3295,12862,1,No,13,3,0,3,3,3,2
1736,Joanna Deforest,31,No,Travel_Frequently,163,Research & Development,1,Technical Degree,Female,30,2,Manufacturing Director,Single,5238,6670,2,No,20,4,0,9,3,5,4
1737,Tad Laster,39,No,Non-Travel,792,Research & Development,3,Life Sciences,Male,77,2,Laboratory Technician,Married,6472,8989,1,Yes,15,3,1,9,2,9,8
1739,Mirtha Herzig,32,No,Travel_Rarely,371,Sales,3,Life Sciences,Male,80,3,Sales Executive,Married,9610,3840,3,No,13,3,1,10,2,4,3
1740,Taylor Thill,40,No,Travel_Rarely,611,Sales,4,Medical,Male,88,5,Manager,Single,19833,4349,1,No,14,3,0,21,3,21,8
1744,Alfonzo Knupp,45,No,Travel_Rarely,176,Human Resources,3,Life Sciences,Female,56,3,Human Resources,Married,9756,6595,4,No,21,4,2,9,2,5,0
1745,Marketta Candelaria,30,No,Travel_Frequently,1312,Research & Development,4,Technical Degree,Female,78,1,Research Scientist,Single,4968,26427,0,No,16,3,0,10,2,9,7
1746,Ferdinand Ramsdell,24,No,Travel_Frequently,897,Human Resources,3,Medical,Male,59,1,Human Resources,Married,2145,2097,0,No,14,3,1,3,2,2,2
1747,Otto Reilly,30,Yes,Travel_Frequently,600,Human Resources,3,Human Resources,Female,66,1,Human Resources,Divorced,2180,9732,6,No,11,3,1,6,0,4,2
1749,Timmy Kitchens,31,No,Travel_Rarely,1003,Sales,3,Technical Degree,Male,51,2,Sales Executive,Married,8346,20943,1,No,19,3,1,6,3,5,2
1751,Rene Morel,27,No,Travel_Rarely,1054,Research & Development,3,Medical,Female,67,1,Research Scientist,Single,3445,6152,1,No,11,3,0,6,5,6,2
1752,Kassie Akers,29,Yes,Travel_Rarely,428,Sales,3,Marketing,Female,52,1,Sales Representative,Single,2760,14630,1,No,13,3,0,2,3,2,2
1753,Jeremy Belew,29,No,Travel_Frequently,461,Research & Development,3,Life Sciences,Male,70,2,Healthcare Representative,Single,6294,23060,8,Yes,12,3,0,10,5,3,2
1754,Nella Mckeown,30,No,Travel_Rarely,979,Sales,2,Marketing,Male,94,3,Sales Executive,Divorced,7140,3088,2,No,11,3,1,12,2,7,7
1755,Derrick Culbreth,34,No,Travel_Rarely,181,Research & Development,4,Medical,Male,97,1,Research Scientist,Married,2932,5586,0,Yes,14,3,3,6,3,5,0
1756,Elsy Beyer,33,No,Non-Travel,1283,Sales,3,Marketing,Female,62,2,Sales Executive,Single,5147,10697,8,No,15,3,0,13,2,11,7
1757,Kirstie Macey,49,No,Travel_Rarely,1313,Sales,4,Marketing,Female,80,2,Sales Executive,Single,4507,8191,3,No,12,3,0,8,1,5,1
1758,Heriberto Starkey,33,Yes,Travel_Rarely,211,Sales,3,Life Sciences,Female,74,3,Sales Executive,Single,8564,10092,2,Yes,20,4,0,11,2,0,0
1760,Sherryl Raker,38,No,Travel_Frequently,594,Research & Development,2,Medical,Female,75,1,Laboratory Technician,Married,2468,15963,4,No,14,3,1,9,4,6,1
1761,Dion Taylor,31,Yes,Travel_Rarely,1079,Sales,4,Marketing,Male,70,3,Sales Executive,Married,8161,19002,2,No,13,3,3,10,2,1,0
1762,Kenton Villalta,29,No,Travel_Rarely,590,Research & Development,3,Technical Degree,Female,91,1,Research Scientist,Divorced,2109,10007,1,No,13,3,1,1,2,1,0
1763,Johnie Centers,30,No,Travel_Rarely,305,Research & Development,3,Life Sciences,Male,58,2,Healthcare Representative,Married,5294,9128,3,No,16,3,1,10,3,7,0
1764,Vasiliki Thoman,32,No,Non-Travel,953,Research & Development,4,Technical Degree,Male,65,1,Research Scientist,Single,2718,17674,2,No,14,3,0,12,3,7,7
1766,Desirae Ginn,38,No,Travel_Rarely,833,Research & Development,3,Medical,Male,60,2,Healthcare Representative,Married,5811,24539,3,Yes,16,3,1,15,2,1,0
1767,Elroy Kimbler,43,Yes,Travel_Frequently,807,Research & Development,3,Technical Degree,Male,38,1,Research Scientist,Married,2437,15587,9,Yes,16,3,1,6,4,1,0
